filename,xmin,ymin,xmax,ymax,has_liquid,liquid_level,pose,liquid_type,source
images123_207_11zon.jpeg,86,55,144,218,1,full,unknown,water,Full  Water level/Full  Water level/images123_207_11zon.jpeg
images127_210_11zon.jpeg,66,51,113,187,1,full,unknown,water,Full  Water level/Full  Water level/images127_210_11zon.jpeg
images132_213_11zon.jpeg,19,80,116,353,1,full,unknown,water,Full  Water level/Full  Water level/images132_213_11zon.jpeg
images134_215_11zon.jpeg,32,38,145,231,1,full,unknown,water,Full  Water level/Full  Water level/images134_215_11zon.jpeg
images135_216_11zon.jpeg,61,51,163,216,1,full,unknown,water,Full  Water level/Full  Water level/images135_216_11zon.jpeg
images167_237_11zon.jpeg,48,8,157,202,1,full,unknown,water,Full  Water level/Full  Water level/images167_237_11zon.jpeg
images169_238_11zon.jpeg,0,0,225,225,1,full,unknown,water,Full  Water level/Full  Water level/images169_238_11zon.jpeg
images170_239_11zon.jpeg,75,121,101,183,1,full,unknown,water,Full  Water level/Full  Water level/images170_239_11zon.jpeg
images174_241_11zon.jpeg,149,2,213,187,1,full,unknown,water,Full  Water level/Full  Water level/images174_241_11zon.jpeg
images177_242_11zon.jpeg,13,39,137,287,1,full,unknown,water,Full  Water level/Full  Water level/images177_242_11zon.jpeg
images188_250_11zon.jpeg,188,12,248,180,1,full,unknown,water,Full  Water level/Full  Water level/images188_250_11zon.jpeg
images18_137_11zon.jpeg,48,35,98,160,1,full,unknown,water,Full  Water level/Full  Water level/images18_137_11zon.jpeg
images190_251_11zon.jpeg,88,44,136,213,1,full,unknown,water,Full  Water level/Full  Water level/images190_251_11zon.jpeg
images190_79_11zon.jpeg,35,9,186,229,1,full,unknown,water,Full  Water level/Full  Water level/images190_79_11zon.jpeg
images197_254_11zon.jpeg,77,13,131,182,1,full,unknown,water,Full  Water level/Full  Water level/images197_254_11zon.jpeg
images198_255_11zon.jpeg,56,34,102,135,1,full,unknown,water,Full  Water level/Full  Water level/images198_255_11zon.jpeg
images213_262_11zon.jpeg,231,33,262,141,1,full,unknown,water,Full  Water level/Full  Water level/images213_262_11zon.jpeg
images219_265_11zon.jpeg,0,0,262,192,1,full,unknown,water,Full  Water level/Full  Water level/images219_265_11zon.jpeg
images222_267_11zon.jpeg,81,63,174,202,1,full,unknown,water,Full  Water level/Full  Water level/images222_267_11zon.jpeg
images223_268_11zon.jpeg,46,36,89,60,1,full,unknown,water,Full  Water level/Full  Water level/images223_268_11zon.jpeg
images229_271_11zon.jpeg,126,22,180,106,1,full,unknown,water,Full  Water level/Full  Water level/images229_271_11zon.jpeg
images235_274_11zon.jpeg,62,64,100,198,1,full,unknown,water,Full  Water level/Full  Water level/images235_274_11zon.jpeg
images250_284_11zon.jpeg,0,1,130,383,1,full,unknown,water,Full  Water level/Full  Water level/images250_284_11zon.jpeg
images259_287_11zon.jpeg,83,5,159,283,1,full,unknown,water,Full  Water level/Full  Water level/images259_287_11zon.jpeg
images26_144_11zon.jpeg,3,3,112,400,1,full,unknown,water,Full  Water level/Full  Water level/images26_144_11zon.jpeg
images271_296_11zon.jpeg,224,13,275,134,1,full,unknown,water,Full  Water level/Full  Water level/images271_296_11zon.jpeg
images275_297_11zon.jpeg,9,39,55,128,1,full,unknown,water,Full  Water level/Full  Water level/images275_297_11zon.jpeg
images276_298_11zon.jpeg,70,34,121,183,1,full,unknown,water,Full  Water level/Full  Water level/images276_298_11zon.jpeg
images277_299_11zon.jpeg,0,0,190,266,1,full,unknown,water,Full  Water level/Full  Water level/images277_299_11zon.jpeg
images278_300_11zon.jpeg,87,38,139,213,1,full,unknown,water,Full  Water level/Full  Water level/images278_300_11zon.jpeg
images27_76_11zon.jpeg,0,1,106,187,1,full,unknown,water,Full  Water level/Full  Water level/images27_76_11zon.jpeg
images282_303_11zon.jpeg,96,41,149,195,1,full,unknown,water,Full  Water level/Full  Water level/images282_303_11zon.jpeg
images293_308_11zon.jpeg,59,0,136,99,1,full,unknown,water,Full  Water level/Full  Water level/images293_308_11zon.jpeg
images296_311_11zon.jpeg,24,1,144,257,1,full,unknown,water,Full  Water level/Full  Water level/images296_311_11zon.jpeg
images2_129_11zon.jpeg,128,142,207,191,1,full,unknown,water,Full  Water level/Full  Water level/images2_129_11zon.jpeg
images312_322_11zon.jpeg,5,37,64,277,1,full,unknown,water,Full  Water level/Full  Water level/images312_322_11zon.jpeg
images318_325_11zon.jpeg,1,3,271,182,1,full,unknown,water,Full  Water level/Full  Water level/images318_325_11zon.jpeg
images322_327_11zon.jpeg,79,27,145,130,1,full,unknown,water,Full  Water level/Full  Water level/images322_327_11zon.jpeg
images32_148_11zon.jpeg,18,117,62,267,1,full,unknown,water,Full  Water level/Full  Water level/images32_148_11zon.jpeg
images332_334_11zon.jpeg,3,6,225,225,1,full,unknown,water,Full  Water level/Full  Water level/images332_334_11zon.jpeg
images333_335_11zon.jpeg,95,22,143,161,1,full,unknown,water,Full  Water level/Full  Water level/images333_335_11zon.jpeg
images334_336_11zon.jpeg,166,74,200,175,1,full,unknown,water,Full  Water level/Full  Water level/images334_336_11zon.jpeg
images341_340_11zon.jpeg,23,189,64,259,1,full,unknown,water,Full  Water level/Full  Water level/images341_340_11zon.jpeg
images343_342_11zon.jpeg,108,15,174,176,1,full,unknown,water,Full  Water level/Full  Water level/images343_342_11zon.jpeg
images345_343_11zon.jpeg,190,28,232,140,1,full,unknown,water,Full  Water level/Full  Water level/images345_343_11zon.jpeg
images347_345_11zon.jpeg,187,23,215,129,1,full,unknown,water,Full  Water level/Full  Water level/images347_345_11zon.jpeg
images353_349_11zon.jpeg,8,99,177,246,1,full,unknown,water,Full  Water level/Full  Water level/images353_349_11zon.jpeg
images356_351_11zon.jpeg,175,105,219,182,1,full,unknown,water,Full  Water level/Full  Water level/images356_351_11zon.jpeg
images360_354_11zon.jpeg,0,0,293,172,1,full,unknown,water,Full  Water level/Full  Water level/images360_354_11zon.jpeg
images367_358_11zon.jpeg,20,2,122,312,1,full,unknown,water,Full  Water level/Full  Water level/images367_358_11zon.jpeg
images373_362_11zon.jpeg,0,121,90,271,1,full,unknown,water,Full  Water level/Full  Water level/images373_362_11zon.jpeg
images374_363_11zon.jpeg,55,1,253,188,1,full,unknown,water,Full  Water level/Full  Water level/images374_363_11zon.jpeg
images375_364_11zon.jpeg,104,33,160,185,1,full,unknown,water,Full  Water level/Full  Water level/images375_364_11zon.jpeg
images381_367_11zon.jpeg,1,51,77,178,1,full,unknown,water,Full  Water level/Full  Water level/images381_367_11zon.jpeg
images38_152_11zon.jpeg,79,0,134,173,1,full,unknown,water,Full  Water level/Full  Water level/images38_152_11zon.jpeg
images397_378_11zon.jpeg,171,52,220,164,1,full,unknown,water,Full  Water level/Full  Water level/images397_378_11zon.jpeg
images398_379_11zon.jpeg,155,50,188,192,1,full,unknown,water,Full  Water level/Full  Water level/images398_379_11zon.jpeg
images399_380_11zon.jpeg,97,23,146,191,1,full,unknown,water,Full  Water level/Full  Water level/images399_380_11zon.jpeg
images407_384_11zon.jpeg,18,170,50,272,1,full,unknown,water,Full  Water level/Full  Water level/images407_384_11zon.jpeg
images430_395_11zon.jpeg,0,0,286,176,1,full,unknown,water,Full  Water level/Full  Water level/images430_395_11zon.jpeg
images435_398_11zon.jpeg,64,130,123,222,1,full,unknown,water,Full  Water level/Full  Water level/images435_398_11zon.jpeg
images438_401_11zon.jpeg,183,16,262,190,1,full,unknown,water,Full  Water level/Full  Water level/images438_401_11zon.jpeg
images444_404_11zon.jpeg,111,55,168,260,1,full,unknown,water,Full  Water level/Full  Water level/images444_404_11zon.jpeg
images44_157_11zon.jpeg,73,7,121,169,1,full,unknown,water,Full  Water level/Full  Water level/images44_157_11zon.jpeg
images483_423_11zon.jpeg,116,2,185,179,1,full,unknown,water,Full  Water level/Full  Water level/images483_423_11zon.jpeg
images487_425_11zon.jpeg,5,208,58,265,1,full,unknown,water,Full  Water level/Full  Water level/images487_425_11zon.jpeg
images48_161_11zon.jpeg,167,46,204,155,1,full,unknown,water,Full  Water level/Full  Water level/images48_161_11zon.jpeg
images49_162_11zon.jpeg,113,34,165,220,1,full,unknown,water,Full  Water level/Full  Water level/images49_162_11zon.jpeg
images527_449_11zon.jpeg,65,14,128,217,1,full,unknown,water,Full  Water level/Full  Water level/images527_449_11zon.jpeg
images52_163_11zon.jpeg,13,70,64,166,1,full,unknown,water,Full  Water level/Full  Water level/images52_163_11zon.jpeg
images569_472_11zon.jpeg,89,7,300,165,1,full,unknown,water,Full  Water level/Full  Water level/images569_472_11zon.jpeg
images56_77_11zon.jpeg,175,16,222,188,1,full,unknown,water,Full  Water level/Full  Water level/images56_77_11zon.jpeg
images5_131_11zon.jpeg,199,58,252,165,1,full,unknown,water,Full  Water level/Full  Water level/images5_131_11zon.jpeg
images63_168_11zon.jpeg,55,75,91,166,1,full,unknown,water,Full  Water level/Full  Water level/images63_168_11zon.jpeg
images65_169_11zon.jpeg,114,11,181,170,1,full,unknown,water,Full  Water level/Full  Water level/images65_169_11zon.jpeg
images66_170_11zon.jpeg,20,91,49,196,1,full,unknown,water,Full  Water level/Full  Water level/images66_170_11zon.jpeg
images73_175_11zon.jpeg,47,3,116,223,1,full,unknown,water,Full  Water level/Full  Water level/images73_175_11zon.jpeg
images77_178_11zon.jpeg,128,3,174,166,1,full,unknown,water,Full  Water level/Full  Water level/images77_178_11zon.jpeg
images7_132_11zon.jpeg,171,2,212,191,1,full,unknown,water,Full  Water level/Full  Water level/images7_132_11zon.jpeg
images98_191_11zon.jpeg,7,56,70,167,1,full,unknown,water,Full  Water level/Full  Water level/images98_191_11zon.jpeg
IMG20221210152610_4_11zon.jpeg,599,503,1398,3616,1,full,unknown,water,Full  Water level/Full  Water level/IMG20221210152610_4_11zon.jpeg
IMG20221210152612_5_11zon.jpeg,571,441,1376,3510,1,full,unknown,water,Full  Water level/Full  Water level/IMG20221210152612_5_11zon.jpeg
IMG20221226130625_6_11zon.jpeg,692,1017,1313,3265,1,full,unknown,water,Full  Water level/Full  Water level/IMG20221226130625_6_11zon.jpeg
IMG20221226130626_7_11zon.jpeg,741,958,1361,3191,1,full,unknown,water,Full  Water level/Full  Water level/IMG20221226130626_7_11zon.jpeg
IMG20221226130635_8_11zon.jpeg,642,424,1372,3160,1,full,unknown,water,Full  Water level/Full  Water level/IMG20221226130635_8_11zon.jpeg
IMG20221226130925_9_11zon.jpeg,359,2957,2013,4477,1,full,unknown,water,Full  Water level/Full  Water level/IMG20221226130925_9_11zon.jpeg
IMG20221226130928_10_11zon.jpeg,422,2912,2014,4479,1,full,unknown,water,Full  Water level/Full  Water level/IMG20221226130928_10_11zon.jpeg
INbQDDgavbLjLXAcTiZU_478_11zon.jpeg,426,26,564,507,1,full,unknown,water,Full  Water level/Full  Water level/INbQDDgavbLjLXAcTiZU_478_11zon.jpeg
jaipur-rajasthan-india-october-18-260nw-1838387299_479_11zon.jpeg,141,35,181,153,1,full,unknown,water,Full  Water level/Full  Water level/jaipur-rajasthan-india-october-18-260nw-1838387299_479_11zon.jpeg
kingfisher-250ml-250x250.png,88,10,164,235,1,full,unknown,water,Full  Water level/Full  Water level/kingfisher-250ml-250x250.png
Lapaas-Multicolour-Water-Bottle-Pack-SDL053428366-1-854e7.jpeg,26,17,267,902,1,full,unknown,water,Full  Water level/Full  Water level/Lapaas-Multicolour-Water-Bottle-Pack-SDL053428366-1-854e7.jpeg
lastic-water-bottle-black-and-white-isolated-white-background-for-1700327974_81_11zon.jpeg,319,75,688,1326,1,full,unknown,water,Full  Water level/Full  Water level/lastic-water-bottle-black-and-white-isolated-white-background-for-1700327974_81_11zon.jpeg
le-is-placed-on-dining-table-with-2-glasses-udaipur-india-march-2020-2B7TJWH_482_11zon.jpeg,357,40,602,831,1,full,unknown,water,Full  Water level/Full  Water level/le-is-placed-on-dining-table-with-2-glasses-udaipur-india-march-2020-2B7TJWH_482_11zon.jpeg
ll-object-bluer-classic-water-bottle-with-cap-container-for-drink-beverage-l_83_11zon.jpeg,207,183,585,1152,1,full,unknown,water,Full  Water level/Full  Water level/ll-object-bluer-classic-water-bottle-with-cap-container-for-drink-beverage-l_83_11zon.jpeg
Microplastics-found-in-Nestle-and-Danone-bottled-waters_488_11zon.jpeg,0,0,750,500,0,none,unknown,none,Full  Water level/Full  Water level/Microplastics-found-in-Nestle-and-Danone-bottled-waters_488_11zon.jpeg
n1zIMv-water-bottle-on-hands-photos.png,126,27,281,327,1,full,unknown,water,Full  Water level/Full  Water level/n1zIMv-water-bottle-on-hands-photos.png
Numbers_Behind_Water_Bottles2_099693d4-be78-45e8-bc4c-007319ffe0ac_1024x1024_493_11zon.jpeg,414,294,568,433,1,full,unknown,water,Full  Water level/Full  Water level/Numbers_Behind_Water_Bottles2_099693d4-be78-45e8-bc4c-007319ffe0ac_1024x1024_493_11zon.jpeg
o02MbFGeigvAvJ38657f_84_11zon.jpeg,97,96,262,369,1,full,unknown,water,Full  Water level/Full  Water level/o02MbFGeigvAvJ38657f_84_11zon.jpeg
our-brands-bisleri-bottle-new.png,41,282,150,612,1,full,unknown,water,Full  Water level/Full  Water level/our-brands-bisleri-bottle-new.png
packaged-mineral-water-bottle-500x500_86_11zon.jpeg,304,149,388,458,1,full,unknown,water,Full  Water level/Full  Water level/packaged-mineral-water-bottle-500x500_86_11zon.jpeg
packaged-water-pepsico-coca-cola-bisleri-have-valid-license_499_11zon.jpeg,535,271,697,883,1,full,unknown,water,Full  Water level/Full  Water level/packaged-water-pepsico-coca-cola-bisleri-have-valid-license_499_11zon.jpeg
pakaged-drinking-water-960x635_87_11zon.jpeg,283,64,410,466,1,full,unknown,water,Full  Water level/Full  Water level/pakaged-drinking-water-960x635_87_11zon.jpeg
pet-water-bottle-1516451477-3595902_501_11zon.jpeg,99,59,208,346,1,full,unknown,water,Full  Water level/Full  Water level/pet-water-bottle-1516451477-3595902_501_11zon.jpeg
Plastic-bottle-of-drinking-water-isolated-on-transparent-background-PNG.png,18,18,472,1497,1,full,unknown,water,Full  Water level/Full  Water level/Plastic-bottle-of-drinking-water-isolated-on-transparent-background-PNG.png
plastic-bottle-water-isolated-white-background_185193-89223_63_11zon.jpeg,246,49,381,370,1,full,unknown,water,Full  Water level/Full  Water level/plastic-bottle-water-isolated-white-background_185193-89223_63_11zon.jpeg
plastic-bottle-with-mineral-water-on-eps-vector_csp55752343_88_11zon.jpeg,179,35,317,466,1,full,unknown,water,Full  Water level/Full  Water level/plastic-bottle-with-mineral-water-on-eps-vector_csp55752343_88_11zon.jpeg
plastics-water-bottle-500x500_502_11zon.jpeg,151,37,301,460,1,full,unknown,water,Full  Water level/Full  Water level/plastics-water-bottle-500x500_502_11zon.jpeg
prod-20220126-1301495440442809749765815-jpg-500x500_505_11zon.jpeg,0,0,500,500,1,full,unknown,water,Full  Water level/Full  Water level/prod-20220126-1301495440442809749765815-jpg-500x500_505_11zon.jpeg
product-jpeg-500x500.jpeg,187,25,306,404,1,full,unknown,water,Full  Water level/Full  Water level/product-jpeg-500x500.jpeg
purified-mineral-water-bottle-500x500_89_11zon.jpeg,254,41,350,453,1,full,unknown,water,Full  Water level/Full  Water level/purified-mineral-water-bottle-500x500_89_11zon.jpeg
QlX56rZcNalfxW4SNKcT_90_11zon.jpeg,0,0,642,692,1,full,unknown,water,Full  Water level/Full  Water level/QlX56rZcNalfxW4SNKcT_90_11zon.jpeg
r-close-up-white-background-open-plastic-transparent-bottle-filled-203494651_92_11zon.jpeg,161,105,427,814,1,full,unknown,water,Full  Water level/Full  Water level/r-close-up-white-background-open-plastic-transparent-bottle-filled-203494651_92_11zon.jpeg
ration-banner-small-drinking-plastic-bottle-water-with-splash-dr_134830-1308_91_11zon.jpeg,144,70,249,406,1,full,unknown,water,Full  Water level/Full  Water level/ration-banner-small-drinking-plastic-bottle-water-with-splash-dr_134830-1308_91_11zon.jpeg
rbonated-water-water-body-plastic-bottle-drinking-water-pepsi-bottling-group.png,0,0,920,861,1,full,unknown,water,Full  Water level/Full  Water level/rbonated-water-water-body-plastic-bottle-drinking-water-pepsi-bottling-group.png
saaral-mineral-drinking-water-packed-in-small-sized-plastic-bottles-792_93_11zon.jpeg,136,167,213,364,1,full,unknown,water,Full  Water level/Full  Water level/saaral-mineral-drinking-water-packed-in-small-sized-plastic-bottles-792_93_11zon.jpeg
saaral-mineral-drinking-water-packed-in-small-sized-plastic-bottles-792_93_11zon_11_11zon.jpeg,136,167,213,364,1,full,unknown,water,Full  Water level/Full  Water level/saaral-mineral-drinking-water-packed-in-small-sized-plastic-bottles-792_93_11zon_11_11zon.jpeg
set-plastic-water-bottles-on-260nw-1905035554_509_11zon.jpeg,205,15,273,248,1,full,unknown,water,Full  Water level/Full  Water level/set-plastic-water-bottles-on-260nw-1905035554_509_11zon.jpeg
Side-Tata-copper-water-800x783_94_11zon.jpeg,354,70,545,681,1,full,unknown,water,Full  Water level/Full  Water level/Side-Tata-copper-water-800x783_94_11zon.jpeg
small-bottle-mineral-water-plastic-isolated-white_93675-87066_95_11zon.jpeg,116,39,283,608,1,full,unknown,water,Full  Water level/Full  Water level/small-bottle-mineral-water-plastic-isolated-white_93675-87066_95_11zon.jpeg
small-bottle-mineral-water-plastic-isolated-white_93675-88200_96_11zon.jpeg,90,65,327,606,1,full,unknown,water,Full  Water level/Full  Water level/small-bottle-mineral-water-plastic-isolated-white_93675-88200_96_11zon.jpeg
Small-bottle-of-mineral-water-in-plastic-isolated-on-transparent-background-PNG.png,182,77,420,864,1,full,unknown,water,Full  Water level/Full  Water level/Small-bottle-of-mineral-water-in-plastic-isolated-on-transparent-background-PNG.png
small-water-bottle-clear-drinking-cold-stock-photo_csp51910427_97_11zon.jpeg,26,18,175,480,1,full,unknown,water,Full  Water level/Full  Water level/small-water-bottle-clear-drinking-cold-stock-photo_csp51910427_97_11zon.jpeg
speed-water-bottle-1-liter-390-w300_98_11zon.jpeg,58,15,195,500,1,full,unknown,water,Full  Water level/Full  Water level/speed-water-bottle-1-liter-390-w300_98_11zon.jpeg
speed-water-bottle-1-liter-390-w300_98_11zon_12_11zon.jpeg,58,15,195,500,1,full,unknown,water,Full  Water level/Full  Water level/speed-water-bottle-1-liter-390-w300_98_11zon_12_11zon.jpeg
springh-well-water-500x500_513_11zon.jpeg,121,55,380,435,1,full,unknown,water,Full  Water level/Full  Water level/springh-well-water-500x500_513_11zon.jpeg
stock-photo-blue-transparent-plastic-bottles-of-water-isolated-on-white-background-360717152_99_11zon.jpeg,912,494,1205,1477,1,full,unknown,water,Full  Water level/Full  Water level/stock-photo-blue-transparent-plastic-bottles-of-water-isolated-on-white-background-360717152_99_11zon.jpeg
stock-photo-different-size-bisleri-water-bottle-1666941496_516_11zon.jpeg,41,809,261,1466,1,full,unknown,water,Full  Water level/Full  Water level/stock-photo-different-size-bisleri-water-bottle-1666941496_516_11zon.jpeg
stock-photo-full-water-bottle-137702042_100_11zon.jpeg,378,82,752,1451,1,full,unknown,water,Full  Water level/Full  Water level/stock-photo-full-water-bottle-137702042_100_11zon.jpeg
TAG3-1000-ml-Water-Bottle-SDL090608260-1-69a75_101_11zon.jpeg,215,124,398,700,1,full,unknown,water,Full  Water level/Full  Water level/TAG3-1000-ml-Water-Bottle-SDL090608260-1-69a75_101_11zon.jpeg
transparent-plastic-drinking-water-bottle-lid-white-background-171190125_104_11zon.jpeg,278,189,793,1524,1,full,unknown,water,Full  Water level/Full  Water level/transparent-plastic-drinking-water-bottle-lid-white-background-171190125_104_11zon.jpeg
transparent-water-bottle-isolated-white-background_79161-306_106_11zon.jpeg,181,67,320,537,1,full,unknown,water,Full  Water level/Full  Water level/transparent-water-bottle-isolated-white-background_79161-306_106_11zon.jpeg
Transparent-Water-Bottle-Transparent-Background.png,364,152,628,1011,1,full,unknown,water,Full  Water level/Full  Water level/Transparent-Water-Bottle-Transparent-Background.png
ttle-on-white-background-for-mockup-design-front-view-without-cap-1688250748_107_11zon.jpeg,336,294,662,1472,1,full,unknown,water,Full  Water level/Full  Water level/ttle-on-white-background-for-mockup-design-front-view-without-cap-1688250748_107_11zon.jpeg
ucDFkM-water-bottle-hd-image.png,0,7,394,1456,1,full,unknown,water,Full  Water level/Full  Water level/ucDFkM-water-bottle-hd-image.png
unnamed (10)_13_11zon.jpeg,151,77,319,669,1,full,unknown,water,Full  Water level/Full  Water level/unnamed (10)_13_11zon.jpeg
unnamed (11)_14_11zon.jpeg,0,0,512,683,1,full,unknown,water,Full  Water level/Full  Water level/unnamed (11)_14_11zon.jpeg
untitled-3-89-16393730024x3_522_11zon.jpeg,367,201,576,917,1,full,unknown,water,Full  Water level/Full  Water level/untitled-3-89-16393730024x3_522_11zon.jpeg
water-4998513_1280.png,578,18,998,1271,1,full,unknown,water,Full  Water level/Full  Water level/water-4998513_1280.png
water-6323294_1280.png,0,0,640,1280,1,full,unknown,water,Full  Water level/Full  Water level/water-6323294_1280.png
water-bottle-bottle-water-clipart-png-collection-10.png,0,0,1208,4140,1,full,unknown,water,Full  Water level/Full  Water level/water-bottle-bottle-water-clipart-png-collection-10.png
Water-Bottle-Free-Download-PNG.png,2,0,385,418,1,full,unknown,water,Full  Water level/Full  Water level/Water-Bottle-Free-Download-PNG.png
water-bottle-isolated-white-31204922_526_11zon.jpeg,208,162,394,799,1,full,unknown,water,Full  Water level/Full  Water level/water-bottle-isolated-white-31204922_526_11zon.jpeg
Water-Bottle-Labels-2_528_11zon.jpeg,292,29,456,504,1,full,unknown,water,Full  Water level/Full  Water level/Water-Bottle-Labels-2_528_11zon.jpeg
water-bottle-plastic-bottle-stock-photography-plastic-water-bottle-11563100205ejtx5zwj5b.png,0,0,840,859,1,full,unknown,water,Full  Water level/Full  Water level/water-bottle-plastic-bottle-stock-photography-plastic-water-bottle-11563100205ejtx5zwj5b.png
water-bottle-png-0.png,111,3,207,319,1,full,unknown,water,Full  Water level/Full  Water level/water-bottle-png-0.png
water-bottle-png-6.png,115,38,204,319,1,full,unknown,water,Full  Water level/Full  Water level/water-bottle-png-6.png
water-bottle-png-image-5a3ac0b696f010.0505177815137998626183_110_11zon.jpeg,24,16,239,509,1,full,unknown,water,Full  Water level/Full  Water level/water-bottle-png-image-5a3ac0b696f010.0505177815137998626183_110_11zon.jpeg
Water-Bottle-PNG-Picture.png,202,40,426,675,1,full,unknown,water,Full  Water level/Full  Water level/Water-Bottle-PNG-Picture.png
Water-Bottle-PNG-Transparent-Image.png,0,0,900,1895,1,full,unknown,water,Full  Water level/Full  Water level/Water-Bottle-PNG-Transparent-Image.png
water-bottle-transparent-background-3_111_11zon.jpeg,326,414,571,490,1,full,unknown,water,Full  Water level/Full  Water level/water-bottle-transparent-background-3_111_11zon.jpeg
water-bottles-1595227213-5525879.jpeg,149,26,331,547,1,full,unknown,water,Full  Water level/Full  Water level/water-bottles-1595227213-5525879.jpeg
water-in-the-desert_151_11zon.jpeg,935,346,1187,1141,1,full,unknown,water,Full  Water level/Full  Water level/water-in-the-desert_151_11zon.jpeg
Water-plastic-bottle--isolated-on-transparent-background-PNG.png,183,47,417,863,1,full,unknown,water,Full  Water level/Full  Water level/Water-plastic-bottle--isolated-on-transparent-background-PNG.png
water_bottle_PNG98961.png,305,8,593,889,1,full,unknown,water,Full  Water level/Full  Water level/water_bottle_PNG98961.png
water_bottle_PNG98967.png,306,9,424,295,1,full,unknown,water,Full  Water level/Full  Water level/water_bottle_PNG98967.png
WhatsApp Image 2022-12-11 at 10.39.33 PM (1).jpeg,150,126,350,902,1,full,unknown,water,Full  Water level/Full  Water level/WhatsApp Image 2022-12-11 at 10.39.33 PM (1).jpeg
wheat-grass-500x500_114_11zon.jpeg,106,70,195,284,1,full,unknown,water,Full  Water level/Full  Water level/wheat-grass-500x500_114_11zon.jpeg
zcOPiHGDYwnhMxovjOyQ_533_11zon.jpeg,0,0,360,380,1,full,unknown,water,Full  Water level/Full  Water level/zcOPiHGDYwnhMxovjOyQ_533_11zon.jpeg
1-liter-drinking-water-pet-bottle-995-w300_2_11zon.jpeg,56,6,190,469,1,half,unknown,water,Half water level/Half water level/1-liter-drinking-water-pet-bottle-995-w300_2_11zon.jpeg
1106549-hand-pouring-water-from-a-bottle-to-a-half-filled-glass_10_11zon.jpeg,74,457,646,1283,1,half,unknown,water,Half water level/Half water level/1106549-hand-pouring-water-from-a-bottle-to-a-half-filled-glass_10_11zon.jpeg
128385390-a-plastic-bottle-full-of-half-with-mineral-water-on-a-white-background_17_11zon.jpeg,200,109,689,1172,1,full,unknown,water,Half water level/Half water level/128385390-a-plastic-bottle-full-of-half-with-mineral-water-on-a-white-background_17_11zon.jpeg
14691096-half-empty-plastic-bottle-of-water-_12_11zon.jpeg,0,0,866,1300,0,none,unknown,none,Half water level/Half water level/14691096-half-empty-plastic-bottle-of-water-_12_11zon.jpeg
1571450-the-bottle-is-half-full-beverage-drinking-water-photocase-stock-photo-large.jpeg,19,182,507,606,1,full,unknown,water,Half water level/Half water level/1571450-the-bottle-is-half-full-beverage-drinking-water-photocase-stock-photo-large.jpeg
181121LifeMadeLight-Liquids-ingredients-LeahWilliams_1_11zon.jpeg,398,271,729,991,1,half,unknown,water,Half water level/Half water level/181121LifeMadeLight-Liquids-ingredients-LeahWilliams_1_11zon.jpeg
181121LifeMadeLight-Liquids-ingredients-LeahWilliams_1_11zon_4_11zon.jpeg,398,271,729,991,1,half,unknown,water,Half water level/Half water level/181121LifeMadeLight-Liquids-ingredients-LeahWilliams_1_11zon_4_11zon.jpeg
18226-half-empty-transparent-nutrition-bottle-water-photocase-stock-photo-large.jpeg,0,0,392,849,0,none,unknown,none,Half water level/Half water level/18226-half-empty-transparent-nutrition-bottle-water-photocase-stock-photo-large.jpeg
19a14edf700920232da668e156ecb654_2_11zon.jpeg,0,0,1599,1066,1,half,unknown,water,Half water level/Half water level/19a14edf700920232da668e156ecb654_2_11zon.jpeg
1TbscDPF5xV-msTFYjNl8Hg2x.jpeg,0,0,1400,933,1,half,unknown,water,Half water level/Half water level/1TbscDPF5xV-msTFYjNl8Hg2x.jpeg
1XDNOCGW7WePKu5vH5t1OUA.jpeg,437,36,767,655,1,half,unknown,water,Half water level/Half water level/1XDNOCGW7WePKu5vH5t1OUA.jpeg
20140504_111730_13_11zon.jpeg,667,420,1897,3129,1,half,unknown,water,Half water level/Half water level/20140504_111730_13_11zon.jpeg
2074208574-how-much-empty-space-is-in-a-cup-of-water_15_11zon.jpeg,61,162,595,930,0,none,unknown,none,Half water level/Half water level/2074208574-how-much-empty-space-is-in-a-cup-of-water_15_11zon.jpeg
220px-Botella_de_plC3A1stico_-_PET_4_11zon.jpeg,58,13,160,365,1,half,unknown,water,Half water level/Half water level/220px-Botella_de_plC3A1stico_-_PET_4_11zon.jpeg
220px-Botella_de_plC3A1stico_-_PET_4_11zon_2_11zon.jpeg,58,13,160,365,1,half,unknown,water,Half water level/Half water level/220px-Botella_de_plC3A1stico_-_PET_4_11zon_2_11zon.jpeg
326532142_18_11zon.jpeg,771,0,1221,825,1,half,unknown,water,Half water level/Half water level/326532142_18_11zon.jpeg
33250700-bottle-of-soda-half-full-or-half-empty-isolated-on-white-background_14_11zon.jpeg,286,62,582,1239,0,none,unknown,none,Half water level/Half water level/33250700-bottle-of-soda-half-full-or-half-empty-isolated-on-white-background_14_11zon.jpeg
360_F_1554527_gNGV7ex4kYfcwkMAP1h0g0gHOqA7IL_5_11zon.jpeg,0,0,240,360,1,half,unknown,water,Half water level/Half water level/360_F_1554527_gNGV7ex4kYfcwkMAP1h0g0gHOqA7IL_5_11zon.jpeg
360_F_293053226_hVuUD2LNvldnoNb0BuqF8cBMQBMXIh4q_4_11zon.jpeg,80,36,172,335,1,half,unknown,water,Half water level/Half water level/360_F_293053226_hVuUD2LNvldnoNb0BuqF8cBMQBMXIh4q_4_11zon.jpeg
